Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
384,Micah Peavy,24,NOP,SG,46,1,15.1,1.8,4.8,0.382,0.5,1.9,0.239,1.4,2.9,0.477,0.43,0.2,0.3,0.733,0.8,1.2,2,1,0.7,0.1,0.3,1.5,4.3,,peavymi01
385,Nick Richards,28,2TM,C,35,2,11.3,1.5,3.1,0.491,0.1,0.2,0.333,1.5,3,0.5,0.5,1.1,1.5,0.712,1.5,2.4,3.9,0.3,0.2,0.6,1.2,1.7,4.2,,richani01
385,Nick Richards,28,PHO,C,28,2,9.1,1.3,2.5,0.493,0,0,,1.3,2.5,0.493,0.493,0.7,1,0.679,1.3,2,3.3,0.3,0.1,0.5,0.9,1.4,3.2,,richani01
385,Nick Richards,28,CHI,C,7,0,20.3,2.7,5.6,0.487,0.3,0.9,0.333,2.4,4.7,0.515,0.513,2.6,3.4,0.75,2.6,3.9,6.4,0.1,0.4,1.1,2.3,2.9,8.3,,richani01
386,DaRon Holmes,23,DEN,PF,16,6,11.4,1.4,3.1,0.46,0.9,2.3,0.405,0.5,0.8,0.615,0.61,0.4,0.5,0.75,0.3,1.4,1.7,1,0,0.3,0.4,1.1,4.2,,holmeda01
387,Trayce Jackson-Davis,25,2TM,C,39,1,11.3,1.6,2.8,0.583,0,0,1,1.6,2.7,0.579,0.588,0.9,1.6,0.565,1.4,1.8,3.2,0.9,0.4,0.5,0.5,1,4.2,,jackstr02
387,Trayce Jackson-Davis,25,GSW,C,36,1,11.4,1.7,2.8,0.588,0,0,1,1.6,2.8,0.584,0.593,0.8,1.4,0.558,1.3,1.8,3.1,0.9,0.4,0.5,0.5,1.1,4.2,,jackstr02
387,Trayce Jackson-Davis,25,TOR,C,3,0,9.3,1,2,0.5,0,0,,1,2,0.5,0.5,2,3.3,0.6,3,1.7,4.7,0.7,0.7,0.7,0.3,0,4,,jackstr02
388,Zeke Nnaji,25,DEN,PF,40,2,12.7,1.5,3.1,0.492,0.3,1,0.275,1.3,2.1,0.595,0.536,0.8,1,0.825,0.7,2,2.8,0.6,0.4,0.5,0.6,1.4,4.2,,nnajize01
389,Rob Dillingham,21,2TM,PG,42,0,11.1,1.6,4.6,0.349,0.3,1,0.318,1.3,3.5,0.358,0.385,0.6,0.8,0.765,0.2,1.3,1.5,2,0.7,0.1,1.2,1.2,4.1,,dilliro01
389,Rob Dillingham,21,MIN,PG,35,0,9.3,1.3,4,0.333,0.3,0.9,0.364,1,3.1,0.324,0.376,0.4,0.6,0.75,0.1,1,1.2,1.7,0.5,0.1,1,1,3.5,,dilliro01
389,Rob Dillingham,21,CHI,PG,7,0,20,2.9,7.3,0.392,0.3,1.6,0.182,2.6,5.7,0.45,0.412,1.6,2,0.786,0.7,2.4,3.1,3.4,1.3,0,2.1,1.9,7.6,,dilliro01
390,Jordan Hawkins,23,NOP,SG,38,0,13.3,1.5,4.6,0.322,0.8,2.6,0.306,0.7,2,0.342,0.408,0.4,0.5,0.778,0.4,1.3,1.6,0.7,0.2,0.2,0.6,0.6,4.1,,hawkijo01
391,Jahmai Mashack,23,MEM,SG,15,3,14.5,1.7,4.5,0.388,0.6,2.1,0.29,1.1,2.4,0.472,0.455,0.1,0.3,0.25,0.5,1.2,1.7,1.1,1.3,0.3,0.9,1.5,4.1,,mashaja01
392,Liam McNeeley,20,CHO,SF,28,0,12.2,1.2,3.1,0.386,0.8,2.1,0.379,0.4,1.1,0.4,0.511,0.9,1.1,0.806,0.4,1.8,2.1,0.8,0.2,0.1,0.4,1.3,4.1,,mcneeli01
393,Guerschon Yabusele,30,2TM,C,49,6,11.7,1.4,3.6,0.402,0.8,2.3,0.348,0.6,1.3,0.5,0.514,0.4,0.5,0.72,0.7,2.1,2.8,0.7,0.2,0.2,0.5,1,4,,yabusgu01
393,Guerschon Yabusele,30,NYK,C,41,0,8.9,1,2.6,0.393,0.5,1.7,0.294,0.5,1,0.564,0.486,0.2,0.3,0.667,0.6,1.5,2.1,0.4,0.1,0.1,0.4,0.9,2.7,,yabusgu01
393,Guerschon Yabusele,30,CHI,C,8,6,25.6,3.5,8.4,0.418,2.4,5.5,0.432,1.1,2.9,0.391,0.56,1.3,1.6,0.769,1.1,4.9,6,2.1,0.8,0.4,1,1.9,10.6,,yabusgu01
394,Kobe Brown,26,2TM,PF,40,1,11.5,1.4,3.3,0.417,0.5,1.7,0.313,0.9,1.6,0.523,0.496,0.7,0.9,0.806,0.9,1.5,2.4,0.9,0.3,0.1,0.6,0.8,4,,brownko01
394,Kobe Brown,26,LAC,PF,34,0,8.7,1,2.5,0.393,0.4,1.4,0.265,0.6,1,0.571,0.47,0.6,0.8,0.808,0.5,1,1.6,0.8,0.3,0.1,0.4,0.5,2.9,,brownko01
394,Kobe Brown,26,IND,PF,6,1,27.3,3.7,8,0.458,1.3,3,0.444,2.3,5,0.467,0.542,1.3,1.7,0.8,3,4.3,7.3,1.5,0.7,0.2,1.5,2.5,10,,brownko01
395,Tony Bradley,28,IND,C,38,3,10.9,1.6,2.8,0.557,0,0.1,0.5,1.5,2.7,0.558,0.561,0.8,1.1,0.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4,,bradlto01
396,Brandon Clarke,29,MEM,PF,2,2,10,1.5,4.5,0.333,0,0,,1.5,4.5,0.333,0.333,1,2,0.5,2,1,3,0.5,1,0,0,2.5,4,,clarkbr01
397,Myron Gardner,24,MIA,SF,29,4,9.3,1.4,3,0.477,0.7,1.6,0.404,0.8,1.4,0.561,0.585,0.5,0.7,0.737,1,1.9,2.9,1,0.5,0.2,0.2,1.7,4,,gardnmy01
398,Baylor Scheierman,25,BOS,SG,52,11,15.2,1.5,3.3,0.442,0.9,2.4,0.371,0.6,0.9,0.625,0.576,0.2,0.3,0.857,0.6,2.4,3,1.1,0.6,0.1,0.5,1.4,4,,scheiba01
399,Nikola Topić,20,OKC,PG,4,0,9.3,1.8,3.3,0.538,0.5,1.3,0.4,1.3,2,0.625,0.615,0,0,,0.3,1.3,1.5,1.5,0,0,2.5,0.8,4,,topicni01
400,Kam Jones,23,IND,SG,22,5,14.9,1.7,3.8,0.44,0.5,1.6,0.286,1.2,2.2,0.551,0.5,0.1,0.3,0.333,0.3,1,1.4,2.1,0.4,0,0.7,0.8,3.9,,joneska03
401,Jaylen Clark,24,MIN,SG,54,0,13.3,1.4,3.2,0.425,0.4,1.4,0.288,1,1.9,0.525,0.486,0.7,1.1,0.627,0.9,1,1.9,0.6,0.7,0.1,0.4,1.4,3.8,,clarkja02
402,Hugo González,19,BOS,SF,52,2,15.1,1.6,3.3,0.471,0.5,1.5,0.325,1.1,1.8,0.598,0.547,0.2,0.4,0.476,0.8,2.5,3.3,0.6,0.6,0.2,0.6,1.8,3.8,,gonzahu01
403,Yanic Konan Niederhäuser,22,LAC,C,37,0,9.7,1.5,2.3,0.655,0,0.1,0.2,1.5,2.1,0.684,0.661,0.8,1.2,0.689,0.9,1.6,2.5,0.3,0.1,0.6,0.6,1.5,3.8,,konanya01
404,A.J. Lawson,25,TOR,SG,13,0,8.4,1.2,3.2,0.39,0.6,1.7,0.364,0.6,1.5,0.421,0.488,0.7,0.7,1,0.5,1.2,1.8,0.2,0.3,0.2,0.3,1.2,3.8,,lawsoaj01
405,Jericho Sims,27,MIL,C,42,8,16.3,1.7,2.1,0.828,0,0,,1.7,2.1,0.828,0.828,0.4,0.5,0.652,1.5,3,4.5,1,0.2,0.3,1,1.9,3.8,,simsje01
406,Keaton Wallace,26,ATL,PG,42,2,10.8,1.4,3.4,0.411,0.8,2,0.395,0.6,1.3,0.436,0.532,0.2,0.3,0.643,0.1,1,1.1,1.9,0.5,0.1,0.5,1,3.8,,wallake01
407,Jeremy Sochan,22,2TM,PF,32,0,12.1,1.5,3.3,0.467,0.3,1.1,0.25,1.3,2.2,0.58,0.51,0.3,0.5,0.688,0.8,1.6,2.4,1,0.3,0.2,0.6,1.7,3.7,,sochaje01
407,Jeremy Sochan,22,SAS,PF,28,0,12.8,1.7,3.5,0.475,0.3,1.3,0.257,1.4,2.3,0.594,0.52,0.4,0.6,0.688,0.9,1.7,2.6,1,0.4,0.2,0.6,1.8,4.1,,sochaje01
407,Jeremy Sochan,22,NYK,PF,4,0,7.5,0.5,1.5,0.333,0,0.3,0,0.5,1.3,0.4,0.333,0,0,,0,1.3,1.3,0.8,0.3,0.3,0,0.8,1,,sochaje01
408,Moussa Cisse,23,DAL,C,30,1,12,1.4,2.3,0.609,0,0,,1.4,2.3,0.609,0.609,0.9,1.9,0.482,1.8,2.6,4.5,0.2,0.3,1.1,0.7,1.9,3.7,,cissemo01
409,Clint Capela,31,HOU,C,50,1,11.7,1.6,3,0.52,0,0,,1.6,3,0.52,0.52,0.5,0.8,0.575,2.1,2.3,4.4,0.5,0.5,0.8,0.4,0.8,3.6,,capelca01
410,Jabari Walker,23,PHI,PF,49,6,12.1,1.3,3.2,0.4,0.4,1.4,0.286,0.9,1.7,0.494,0.465,0.7,1,0.723,1.1,1.9,3,0.5,0.4,0.2,0.4,1.7,3.6,,walkeja01
411,Caleb Martin,30,DAL,SF,49,10,14.3,1.3,3,0.446,0.3,0.8,0.366,1,2.2,0.477,0.497,0.5,0.8,0.641,0.5,2.1,2.5,1.6,0.7,0.2,0.7,1.4,3.5,,martica02
412,Drew Timme,25,LAL,PF,18,0,8.3,1.4,2.6,0.565,0.4,0.9,0.412,1.1,1.6,0.655,0.641,0.2,0.4,0.571,0.4,0.8,1.3,0.8,0.3,0,0.3,0.6,3.5,,timmedr01
413,Carter Bryant,20,SAS,PF,46,0,9.3,1.2,3.3,0.373,0.6,1.9,0.337,0.6,1.5,0.418,0.467,0.3,0.5,0.682,0.5,1.6,2,0.3,0.2,0.2,0.4,1,3.4,,bryanca01
414,Cam Christie,20,LAC,SG,38,0,10,1.1,2.8,0.398,0.3,1.1,0.286,0.8,1.7,0.47,0.454,0.8,1.1,0.762,0.3,1.3,1.6,0.6,0.3,0.1,0.4,0.4,3.4,,chrisca02
415,Larry Nance Jr.,33,CLE,PF,26,2,12.8,1.3,3.7,0.368,0.6,1.9,0.32,0.7,1.7,0.422,0.453,0.1,0.2,0.6,0.9,1.8,2.7,1,0.6,0.2,0.5,1.8,3.4,,nancela02
416,Kelly Olynyk,34,SAS,C,32,0,9.3,1.3,2.6,0.488,0.3,1.2,0.237,1,1.4,0.705,0.543,0.6,0.9,0.667,0.6,1.3,1.9,1.2,0.4,0,0.7,1.2,3.4,,olynyke01
417,TyTy Washington Jr.,24,LAC,PG,5,0,8,1.4,2.4,0.583,0.6,1.2,0.5,0.8,1.2,0.667,0.708,0,0,,0.2,0.2,0.4,1.8,0.8,0.4,0.2,0.4,3.4,,washity02
418,Patrick Baldwin Jr.,23,2TM,SF,3,0,4.7,1,1.3,0.75,0.7,1,0.667,0.3,0.3,1,1,0.7,0.7,1,0,0.7,0.7,0,0,0,0.3,0.7,3.3,,baldwpa01
418,Patrick Baldwin Jr.,23,LAC,SF,2,0,6,1.5,2,0.75,1,1.5,0.667,0.5,0.5,1,1,1,1,1,0,0.5,0.5,0,0,0,0.5,1,5,,baldwpa01
418,Patrick Baldwin Jr.,23,PHI,SF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,,baldwpa01
419,Dalen Terry,23,2TM,SG,37,0,10.6,1.2,2.9,0.434,0.5,1.3,0.417,0.7,1.6,0.448,0.528,0.3,0.5,0.579,0.5,1.3,1.8,1.2,0.6,0.3,0.6,0.9,3.3,,terryda01
419,Dalen Terry,23,CHI,SG,34,0,11.1,1.3,3,0.441,0.6,1.4,0.413,0.8,1.6,0.464,0.534,0.3,0.5,0.529,0.6,1.3,1.9,1.3,0.6,0.3,0.6,1,3.5,,terryda01
419,Dalen Terry,23,PHI,SG,3,0,5,0.3,1.3,0.25,0.3,0.7,0.5,0,0.7,0,0.375,0.7,0.7,1,0,0.7,0.7,0.7,0.7,0,0.3,0.3,1.7,,terryda01
420,Ron Harper Jr.,25,BOS,SF,13,2,11.5,1.2,3.5,0.348,0.8,2.7,0.286,0.5,0.8,0.545,0.457,0.1,0.2,0.5,1.1,1.1,2.2,0.8,0.2,0.5,0.1,0.8,3.3,,harpero02
421,Taelon Peter,23,IND,SG,26,0,9.9,1.1,3.1,0.358,0.9,2.8,0.319,0.2,0.3,0.667,0.5,0.2,0.4,0.5,0.2,1.1,1.3,1.1,0.5,0.1,0.6,0.7,3.3,,peterta01
422,Isaiah Stevens,25,SAC,PG,3,0,14.3,1,2.3,0.429,0,0.3,0,1,2,0.5,0.429,1.3,1.3,1,0.7,0.3,1,3.3,1.7,0,0.7,0.7,3.3,,steveis01
423,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,0.6,0,0,,1.5,2.5,0.6,0.6,0.3,0.5,0.5,1.3,0.8,2,0.8,0,0.3,1.3,2.5,3.3,,wisemja01
424,John Konchar,29,2TM,SG,36,2,15.8,1.3,2.7,0.479,0.4,1.4,0.269,0.9,1.2,0.727,0.552,0.3,0.4,0.625,0.8,2.4,3.3,1.5,1.2,0.5,0.5,1.1,3.2,,konchjo01
424,John Konchar,29,MEM,SG,30,1,14.5,1.2,2.4,0.521,0.4,1.3,0.333,0.8,1.1,0.75,0.613,0.3,0.4,0.615,0.7,2.4,3.1,1.3,1,0.4,0.5,1,3.2,,konchjo01
424,John Konchar,29,UTA,SG,6,1,22.2,1.5,4.2,0.36,0.2,2.2,0.077,1.3,2,0.667,0.38,0.3,0.5,0.667,1.7,2.5,4.2,2.3,2,0.7,0.7,1.5,3.5,,konchjo01
425,Koby Brea,23,PHO,SG,5,0,4.6,1,1.8,0.556,0.8,1.4,0.571,0.2,0.4,0.5,0.778,0.4,0.4,1,0,0.4,0.4,0.6,0,0,0,0,3.2,,breako01
426,Anthony Gill,33,WAS,PF,32,1,10.4,1.3,2.3,0.597,0.2,0.5,0.333,1.2,1.8,0.667,0.632,0.4,0.5,0.75,0.7,1.4,2.1,0.8,0.4,0.3,0.5,0.9,3.2,,gillan01
427,Keshad Johnson,24,MIA,SF,23,0,7.1,1.1,2.7,0.413,0.3,1.1,0.32,0.8,1.7,0.474,0.476,0.6,0.7,0.765,0.7,1.2,1.9,0.1,0.2,0.2,0.4,0.8,3.2,,johnske10
428,Tyus Jones,29,2TM,PG,54,10,15.8,1.2,3.4,0.355,0.6,2.1,0.283,0.6,1.3,0.471,0.443,0.1,0.1,1,0.2,0.9,1.1,2.6,0.7,0.1,0.4,0.6,3.1,,jonesty01
428,Tyus Jones,29,ORL,PG,48,8,15.7,1.1,3.3,0.342,0.6,2.1,0.294,0.5,1.2,0.429,0.437,0.1,0.1,1,0.2,0.9,1.1,2.4,0.7,0.1,0.3,0.5,3,,jonesty01
428,Tyus Jones,29,DAL,PG,6,2,16.5,1.8,4.2,0.44,0.3,1.8,0.182,1.5,2.3,0.643,0.48,0,0,,0.2,1,1.2,3.7,0.5,0,0.8,0.8,4,,jonesty01
429,Jamison Battle,24,TOR,SF,41,2,8.5,1.2,2.3,0.51,0.6,1.3,0.418,0.6,1,0.634,0.63,0.1,0.2,0.667,0.4,1.1,1.4,0.4,0.1,0,0.3,0.7,3.1,,battlja01
430,Joan Beringer,19,MIN,PF,29,1,7,1.4,2,0.678,0,0,,1.4,2,0.678,0.678,0.4,0.6,0.647,1,1,2,0.2,0.1,0.4,0.3,1.2,3.1,,berinjo01
431,Dorian Finney-Smith,32,HOU,PF,23,0,16.6,1.1,3.6,0.305,0.7,2.8,0.246,0.4,0.7,0.529,0.402,0.2,0.2,1,0.9,1.7,2.5,0.7,0.3,0.2,0.7,1.9,3.1,,finnedo01
432,Chaz Lanier,24,DET,SG,20,0,8.6,1.1,2.9,0.368,0.8,2.3,0.333,0.3,0.6,0.5,0.5,0.3,0.3,1,0.4,0.6,1,0.7,0.3,0,0.1,0.4,3.1,,laniech01
433,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,0.462,0.6,1.1,0.5,0.3,0.7,0.4,0.615,0.9,1.1,0.75,0.1,0.1,0.3,0.3,0,0,0.6,0.6,3.1,,searsma01
434,Rayan Rupert,21,2TM,SG,49,0,12.3,1.2,3.2,0.372,0.4,1.5,0.301,0.7,1.7,0.434,0.442,0.2,0.3,0.643,0.5,1.4,1.9,0.7,0.7,0,0.6,1.3,3,,ruperra01
434,Rayan Rupert,21,POR,SG,48,0,12,1.1,3.1,0.361,0.5,1.5,0.31,0.6,1.6,0.408,0.435,0.2,0.3,0.643,0.5,1.3,1.8,0.7,0.6,0,0.6,1.3,2.9,,ruperra01
434,Rayan Rupert,21,MEM,SG,1,0,26,5,9,0.556,0,2,0,5,7,0.714,0.556,0,0,,3,6,9,1,3,0,1,3,10,,ruperra01
435,Charles Bassey,25,2TM,C,3,0,12,1.3,3,0.444,0,0,,1.3,3,0.444,0.444,0.3,1,0.333,2.3,2.7,5,0.7,0.3,0.7,0.3,1.7,3,,bassech01
435,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4,0.375,0,0,,1.5,4,0.375,0.375,0.5,1.5,0.333,3.5,4,7.5,1,0.5,0.5,0.5,2.5,3.5,,bassech01
435,Charles Bassey,25,PHI,C,1,0,5,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,1,0,0,2,,bassech01
436,Kobe Bufkin,22,LAL,SG,7,1,10.7,1,3.4,0.292,0.4,1.9,0.231,0.6,1.6,0.364,0.354,0.6,0.6,1,0.1,0.9,1,0.4,0.3,0.4,0.6,0.6,3,,bufkiko01
437,Pat Connaughton,33,CHO,SG,25,0,8,1.1,2.3,0.466,0.5,1.4,0.371,0.6,0.9,0.609,0.578,0.3,0.5,0.615,0.4,1.2,1.6,0.6,0.2,0,0.2,0.3,3,,connapa01
438,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,0.571,0,1,0,1.3,1.3,1,0.571,0.3,0.3,1,0,1,1,0.3,0.3,0,0,1.3,3,,livinch01
439,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,0.462,0.4,1.2,0.333,0.8,1.4,0.571,0.538,0.2,0.4,0.5,0.2,0.4,0.6,0.8,0.4,0,0,0.4,3,,milleem01
440,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2,0.667,0.3,1,0.333,1,1,1,0.75,0,0,,0.3,0.3,0.7,0.3,0.3,0,0,0.3,3,,minixri01
441,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2,0.417,0.4,0.3,0.7,0.5,0.2,1,1.2,1.5,0.2,0.2,0.3,0.5,3,,morrimo01
442,Antonio Reeves,25,CHO,SG,8,0,7.6,1.1,2.4,0.474,0.8,1.5,0.5,0.4,0.9,0.429,0.632,0,0,,0.1,0.5,0.6,0.3,0.1,0,0.1,0.4,3,,reevean01
443,Amir Coffey,28,2TM,SG,35,2,10.2,1.1,2.3,0.463,0.3,1,0.265,0.8,1.3,0.609,0.519,0.5,0.6,0.857,0.3,0.8,1.1,0.6,0.2,0.1,0.1,0.6,2.9,,coffeam01
443,Amir Coffey,28,MIL,SG,30,2,8.8,0.9,1.8,0.473,0.2,0.8,0.28,0.6,1,0.633,0.536,0.4,0.5,0.867,0.2,0.7,0.9,0.4,0.1,0.1,0.1,0.5,2.4,,coffeam01
443,Amir Coffey,28,PHO,SG,5,0,18.2,2.2,5,0.44,0.4,1.8,0.222,1.8,3.2,0.563,0.48,1,1.2,0.833,0.8,1.6,2.4,1.8,0.6,0.2,0.2,1.4,5.8,,coffeam01
444,David Jones García,24,SAS,SF,11,0,6.2,1.2,2.3,0.52,0.3,0.5,0.6,0.9,1.8,0.5,0.58,0.3,0.5,0.5,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,,jonesda06
445,Kevon Looney,29,NOP,C,18,6,13.9,1.3,2.9,0.442,0.1,0.5,0.111,1.2,2.4,0.512,0.452,0.3,0.4,0.625,2.3,3,5.3,1.4,0.3,0.5,0.4,1.8,2.9,,looneke01
446,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,0.321,0.6,1.9,0.333,0.5,1.6,0.308,0.411,0.1,0.1,0.5,0.4,1.4,1.8,3.3,0.7,0,1,1.4,2.9,,paulch01
447,Duop Reath,29,POR,C,32,0,8.1,1,2.3,0.446,0.7,1.7,0.418,0.3,0.6,0.526,0.601,0.2,0.2,0.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,,reathdu01
448,Christian Koloko,25,3TM,C,20,4,15.3,1.3,3,0.433,0.1,0.3,0.2,1.3,2.8,0.455,0.442,0.2,0.3,0.5,1.3,2,3.3,0.7,0.6,1,0.6,2.1,2.8,,kolokch01
448,Christian Koloko,25,LAL,C,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,,kolokch01
448,Christian Koloko,25,MEM,C,11,2,17.7,1.3,3.2,0.4,0,0.1,0,1.3,3.1,0.412,0.4,0.1,0.4,0.25,1.7,2.3,4,0.9,0.9,1.2,0.6,1.8,2.6,,kolokch01
448,Christian Koloko,25,ATL,C,7,2,15,1.7,3.6,0.48,0.1,0.6,0.25,1.6,3,0.524,0.5,0.3,0.3,1,1,2,3,0.6,0.3,1,0.7,3,3.9,,kolokch01
449,Trey Alexander,22,NOP,SG,5,0,8.4,1.2,1.8,0.667,0.4,0.6,0.667,0.8,1.2,0.667,0.778,0,0,,0,0.8,0.8,1,0.2,0.2,0.2,0.8,2.8,,alexatr01
450,Julian Phillips,22,2TM,SF,38,2,9.1,1,2.4,0.424,0.4,1.3,0.32,0.6,1.1,0.548,0.511,0.3,0.4,0.867,0.6,0.6,1.2,0.2,0.5,0.2,0.2,0.9,2.8,,phillju01
450,Julian Phillips,22,CHI,SF,35,2,9.5,1.1,2.5,0.42,0.5,1.4,0.327,0.6,1.1,0.538,0.511,0.3,0.3,0.818,0.6,0.6,1.3,0.2,0.5,0.2,0.2,0.9,2.8,,phillju01
450,Julian Phillips,22,MIN,SF,3,0,4,0.7,1.3,0.5,0,0.3,0,0.7,1,0.667,0.5,1.3,1.3,1,0,0,0,0,1,0,0.3,0.3,2.7,,phillju01
451,Dwight Powell,34,DAL,C,41,7,13.4,0.9,1.4,0.627,0,0,0,0.9,1.4,0.649,0.627,1,1.5,0.645,1.3,2.2,3.5,0.9,0.5,0.3,0.5,1.8,2.8,,poweldw01
452,Mohamed Diawara,20,NYK,SF,48,6,7,1,2.3,0.459,0.6,1.4,0.403,0.5,0.9,0.548,0.583,0.1,0.1,0.5,0.2,0.9,1.1,0.5,0.3,0.1,0.3,0.6,2.7,,diawamo01
453,Jonathan Isaac,28,ORL,PF,48,0,10.2,0.9,2.2,0.429,0.1,0.8,0.189,0.8,1.4,0.559,0.462,0.7,1.2,0.607,0.8,1.8,2.6,0.5,0.4,0.6,0.4,0.8,2.7,,isaacjo01
454,Jae'Sean Tate,30,HOU,SF,34,0,8.4,1.2,2.3,0.513,0.2,0.7,0.333,0.9,1.6,0.593,0.564,0.1,0.2,0.571,0.6,0.7,1.4,0.5,0.3,0.1,0.3,1.1,2.7,,tateja01
455,Jamal Cain,26,ORL,SF,20,0,6.9,0.8,2.1,0.366,0.3,1,0.3,0.5,1.1,0.429,0.439,0.8,0.9,0.833,0.4,0.5,0.8,0.4,0.3,0.1,0.4,1.1,2.6,,cainja01
456,Rasheer Fleming,21,PHO,PF,33,0,8,1,2.8,0.344,0.4,1.7,0.255,0.5,1.2,0.474,0.419,0.2,0.3,0.727,0.7,0.7,1.4,0.2,0.2,0.2,0.4,0.8,2.6,,flemira01
457,Miles Kelly,23,DAL,PG,13,0,7.9,1,2.5,0.394,0.6,2,0.308,0.4,0.5,0.714,0.515,0,0,,0.3,1.2,1.5,0.6,0.2,0,0.3,0.8,2.6,,kellymi02
458,Alijah Martin,24,TOR,SG,13,0,7.5,0.8,2.5,0.344,0.2,0.9,0.167,0.7,1.5,0.45,0.375,0.8,0.9,0.833,0.5,0.6,1.1,0.6,0.5,0.2,0.2,0.8,2.6,,martial01
459,Gary Harris,31,MIL,SG,39,2,14.3,0.9,2,0.442,0.5,1.3,0.408,0.4,0.7,0.5,0.571,0.2,0.2,0.889,0.3,1.1,1.4,1.1,0.5,0.2,0.4,1.1,2.5,,harriga01
460,Cameron Payne,31,PHI,PG,4,0,12.5,1,4.8,0.211,0.5,3.5,0.143,0.5,1.3,0.4,0.263,0,0,,0,0.5,0.5,2.3,1.5,0,0.3,1.3,2.5,,payneca01
461,AJ Johnson,21,2TM,SG,30,0,7.7,0.9,3,0.311,0.2,0.9,0.259,0.7,2.1,0.333,0.35,0.3,0.4,0.75,0.3,0.8,1.1,0.8,0.2,0,0.6,0.5,2.4,,johnsaj01
461,AJ Johnson,21,WAS,SG,25,0,8.6,1.1,3.3,0.325,0.3,1,0.28,0.8,2.3,0.345,0.367,0.4,0.5,0.75,0.3,0.9,1.2,0.9,0.3,0,0.7,0.6,2.8,,johnsaj01
461,AJ Johnson,21,DAL,SG,5,0,3.2,0.2,1.4,0.143,0,0.4,0,0.2,1,0.2,0.143,0,0,,0,0.2,0.2,0.2,0,0,0.2,0,0.4,,johnsaj01
462,Leonard Miller,22,2TM,SF,23,0,4.9,1,1.7,0.579,0.1,0.6,0.154,0.9,1.1,0.8,0.605,0.3,0.5,0.667,0.3,1,1.3,0.3,0.2,0,0.4,0.6,2.3,,millele01
462,Leonard Miller,22,MIN,SF,19,0,5,0.9,1.7,0.545,0.1,0.6,0.083,0.9,1.1,0.81,0.561,0.4,0.6,0.636,0.4,0.9,1.3,0.3,0.2,0,0.5,0.6,2.3,,millele01
462,Leonard Miller,22,CHI,SF,4,0,4.3,1,1.3,0.8,0.3,0.3,1,0.8,1,0.75,0.9,0.3,0.3,1,0,1.3,1.3,0.3,0.3,0.3,0.3,0.3,2.5,,millele01
463,Chris Boucher,33,BOS,PF,9,0,10.4,0.9,2.8,0.32,0.2,1.7,0.133,0.7,1.1,0.6,0.36,0.3,0.4,0.75,0.2,1.8,2,0.3,0.6,0.8,0.1,1.9,2.3,,bouchch01
464,Caleb Houstan,23,ATL,SF,10,0,4.9,0.7,1.5,0.467,0.6,1.2,0.5,0.1,0.3,0.333,0.667,0.3,0.3,1,0.4,0.1,0.5,0.2,0.1,0.1,0.4,0.6,2.3,,houstca01
465,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3,0.25,0.1,1.3,0.063,0.7,1.7,0.4,0.264,0.8,0.8,1,0.8,1.3,2,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
466,JD Davison,23,HOU,PG,24,0,7.4,0.8,2.1,0.392,0.3,1.1,0.296,0.5,1,0.5,0.471,0.2,0.4,0.556,0.1,0.8,0.9,1.1,0.2,0.2,0.3,0.7,2.2,,davisjd01
467,Jeff Green,39,HOU,PF,19,0,4.4,0.8,1.7,0.455,0.5,1.3,0.417,0.3,0.5,0.556,0.606,0.1,0.1,1,0.1,0.5,0.5,0.2,0.1,0.1,0.1,0.3,2.2,,greenje02
468,Yang Hansen,20,POR,C,35,1,7.5,0.7,2.5,0.295,0.1,1.1,0.132,0.6,1.4,0.42,0.324,0.6,0.7,0.808,0.5,1.1,1.6,0.6,0.1,0.3,0.9,1.1,2.2,,yangha01
469,Bronny James,21,LAL,SG,29,1,7.3,0.8,2.1,0.4,0.4,0.9,0.407,0.4,1.1,0.394,0.492,0.1,0.2,0.8,0.1,0.4,0.5,1.2,0.4,0.1,0.5,0.6,2.2,,jamesbr02
